ifa,Predicted_Probs
8e932096849088aa76a953ce2f69728db6b6cdc056cd913096792da7e86ce4a1,0.946925816422828
9ba004d2e45aa4ae05935634f6198bf81e8766cb76a2bc20875d4f08d8647087,0.7743773549773
17a74969d7681ff8e206aeb7ba0e83300c8d4ed1f6db80940f7161dc8ef991d9,0.9954798209459106
c8f3ddc5e2b0b3deacdb49181bc170363e5d01c992a6608f9f1b5d38ca3fc654,0.9968545959342278
9c0c1acf953e443c577a30350a723ddf0a818e0763dce3bbd964d6def2edef54,0.9986498592189254
554bb45be327baac235899e5c2a554e18f2513266124d0f62969a183c167129f,0.9968326204261568
40594c41d87a7a985f3f6dff97cae647462314243216ac16c86db6c356e7168a,0.9920095959748653
b239808a760a8035461c87abb9c9fba3bcadc9536f14086428d57ffd90bb167f,0.7857715470383475
04c46d49632813e5c9e1f6b4055394a99bbddb0a7a17016ef7913f4b498f3b12,0.9985586575303318
24ada1b9ff652ce2f74050157c5fdec7f8c8a75a338ce41bd9f3759b56a57c37,0.9316361518614089
31f3db6f9381644ea6a35741b0249722968e056ac0a5eb2f348222ccb1905623,0.8498374062174759
fb9194509377acc873bca4fb4841aee26a6dd7f91810dfba4e1eddf1029e3da1,0.9633707819354832
2eaf3ea426cbbfc555b78dbc92a31bafd76cacc72de6973d4d8eb536d513710c,0.7628880831985057
52f3a02a3be34dbd615076cef4f7c5dd0452f563b02f58f105ed417e65950c72,0.9902083170651828
fdf250de062f3e7ae98c8df3910de0575661d46a697e5a44903a167d9d7223e9,0.9099069944518059
cd3ce77f3abf3ba1174735490f48e2b1d0fda73ee247287f2b1e23e86ae738dc,0.9905005446734227
ec5cf4f30e3471cdb525b8da7fec7e43fa233103d2e757c485e068834c117b90,0.944995881303256
8f275a3f85150117012d35e4bb065e5cdcb6332942b072a09c8e2d74c11136ee,0.953195939086409
fdfecfc543a830115bf8bfa6b481a5f2004666b40f8f1176df12a92aebf6c936,0.9814378512433596
7c7e77e0d94dd4c64caceac4a3c3542043499edb7343acc86b34ff50d967b118,0.9783825222656173
bd0d9ad64c92240a4a64d980569a3c5fe5449e5b825998605154bf2e2b847139,0.9991179927275942
b2edccedd1da38e8698fd8c425ee1ebd276ceb104f803339335b18b35df62294,0.9881444706128686
c81ca13cc819e62e70a6cf6d744e9fbe8f33850f106ae9529a131e5ca76f97cd,0.804062237197237
14227ca6e4b5ba06ab59d200913a89beeb63cd304ed9ad5d6dc96886a40b7657,0.961362986048207
4a30959aee1afe9a3e80820a51fcbf8ee0ff8a53aa39a65112469549d7834f0c,0.9956860096032086
46ca9b8abc80a135ae8d07f98859631e0bb2c4a9f947ecfb2895ab4946638a8a,0.947295705650638
46493a5ec35275ed900aa6fe6af429fee9a90ee596575afa9c4ac21469195b1a,0.9982221392295002
0e5b4700c17fdfe803d4824c3de69e4fee5875729c6d2f579e95f9ef8c9621a5,0.9956272526920529
dcaa24f0aea0c13ae37b4ca10d3af0045652d12716e61b0d15c212349d822691,0.9938881270557922
525863ce86e8c7e6d60ae37f6855abe4e18004685ecc721b954ff5d749bd425c,0.9952111685625594
aa82787c3ff8e9f5545d256b04fee906ba09766e3e03be50804920e4c49a12f2,0.9979357776546797
70d547aa23d2a78550a6595d804faa02cdb30af8c0efef2090cfc826229ab1f3,0.9980984249151738
3f3dd69ac9e3f1c8858bc3cbb1ebe691be8b02d38e50c70f5b6c3c877cee0e90,0.9852082556312743
73108f5552616d9f8a377a50e8050f53b609aa80747d2f4d8de0b18bc2abba5a,0.9938826248836542
43dc30d3d71ab61e7dfaaba70bbfba4a7bd8eda91d273ea259dc2d4360d0bd88,0.5738572729866872
3bbfa3056dc2453f2ca9b8e2390c0ed4f897131ad6120c1153108f6375976c20,0.9811138999858083
d038a30d036e46b11168b8c7f91ccb35ad1871b850d8750ae31f9d7f6c3e1be4,0.9984041719443018
e47f8618e324576d752d0ca94559315b2afe3f3b85d7de0d943719707d0334d2,0.9930337539712484
f9647cd088c587cff2fadebfe7afb1aa3c597889f334693b38dec6e62172f5f4,0.995336480287814
ad7099179430ebc66cd6b6556a1390a1404ca62354e9a16b9467ad7e6b9354dc,0.8721531068726956
cf2740d3d9143d6a1bd5fd73a51fbac57bfeb515d3025c95eb552ac79cb49b22,0.9918573574253063
33a2fe3b1c5dc5dd9b775a53644e8882b189aab46750acaaa6e2fc87e8726812,0.9942679453553256
f998f207bd35f215346b547ba4751e6226b3b5dfa0bf8517030acf654ab7ce20,0.9827367668759941
3b82b6252a50d31bb7208d624da3898da1d0910bac823557c73ac5b3c69e945b,0.9807947699177343
45242b688b30f401eaecea408b1b9f8a1a4645bf962843d5892a2366a260aa98,0.9689004032525377
dbdc5800d824611d363f7fb015450accd0f3366b59fb93acc2337abbf5e50a5a,0.9973898358295062
2a10497062759a1acfad5fc8a88cbb74ee373909f23055a34863370ae2413873,0.9241154613635609
9f1e3383e37a3bfcb77d88d6e2e323517883d072058577377f67ff8522fdbd57,0.6383579387407228
261a2e06061f924bf3cf1f87aa5cf0098842ac9a944f566e573bae03ad45f7c0,0.9879504072420043
75a84e64463c9fb93af760340288f652db1cfa2d7284dba6a9a7f4358fdd02c4,0.9849312517014975
c8932c20bd70162eb03a534094f6102ad03fb380c0ca6f9a80617784b31a6de0,0.7047398852411422
63bdbd73ca6406a067d4b422c20659b58568065d856cb887e0b8fed3ff7f2378,0.9965624593594603
9c802bb5c0ab56d0ea0f0e917a28dbc23b0f54f80d4da5854af19dca68ec9cf2,0.9407502184657358
066af5949e3b1e2bf3c627e2183f38b895fe66275439666646601254aa63891e,0.9958903193799851
65d7414b8de96d69c11e0fffd475ece306d054358856baaa46cfcdec2e89e54c,0.3996905858398134
ea9c942a3cf933a4ecdf5e6487a0c51e5b33ad2a78992e76ea9f666785514f5d,0.8317540992019489
4dc986600a4e8bd7199b3e9a597e53446997c37d823287387d8d0c04849f3587,0.7166162943691966
e60aed494b3cc31f0b6950ffce7a3f579a5c754ebb703381172934c69df2bcf6,0.9978180490335803
0af523a3d0ec28e37e93727b32b31d0da6bd5e87ad65d694e9b32880ec03dd35,0.9515155620159006
042e46e9be8c6d21960d017e96318ad941e2ab2f9595a7ae59fb45ec78a18379,0.9700411051670638
e087441c196344a07a1f76d42ff625e24dc189efc0090ea612870f9a078b13a3,0.9863710769118154
41dde44800a614f16bb5e776cdac735f51e9694f1c8dca18e1345796f3c1e43c,0.9917027814208154
934e73ad4a1ea93a45585027fec15308ca237b15745610b69a1d0cfa62d0987a,0.9902562408900365
61417e2a0c9b85510cdadbf0090c8681ef2bc52d2d7a813992c9d6ef71217399,0.9940240416307285
9d3559fad945affbbe38cdfb54f66b1744deb8de57a0dd76844ccd5746457587,0.950442690616987
995ebab6626866e7a29e492908f2920db141de48deea838de8beca36cdea16ed,0.7913319559982284
861fd134830a25e7167d791974571d92b1040a6605e14d4df0c6857851f44d12,0.9973344735999271
e71143acedc1788b363a634bf9382e9095b65e380710dac713ae60c83d7ab1ba,0.9929001648896215
8a10955012a8343f2719afa16a47ca9cc784facaa5adf8941e24615ac2ede6ce,0.9940755038188587
59e4faa2ca029ea741676c7df12bb7bb19e4082e3707f018b62eb901b397b21e,0.990704067962772
e7ca7d317c38a413a10e07e67efdd8b5a077ee77d7b178ba1a765d9470c2b0b6,0.9501746517519127
24c2060b834083399dd25703e15be5f43510de07aa1ada372963c45f52bf4af9,0.9765830853655804
7c929d08c73c71e3cd12e3de7352ee2e2dbe5ca92c18aeb4e463a8e0a6e2eaaf,0.6788891188309671
333398a6948fdd14c4b9d7ce58ec711c0b7f81f609f34e04f15ab5d9f78c060b,0.6698633281266548
2c08f4214797d84a800d6e39d8bc68b650bf6a9b7e1a07455749585771de9749,0.9641499001582843
f2523250db0a5da42af7a3ada4104b04ec8dee1ba1f24457f26b3a175a943f44,0.9916777315679924
a327bdf7776c4f8e4d84429c996f743bb15ea440f1400a1c9f5ed5c0da65cf06,0.9630884182261561
c2f15143a7185de5d7780e78656bc50c85364d3d67689b6bb26fb82ed07afbaa,0.9848757751867875
5d1c332c2c40511459e9d1d37ac1d9196f92bf469cacc532f2e679f881e28734,0.9984473318997582
b3150929465a7a93d4de35d1f82d628728c9d18c945a226e6edf53b530d6292d,0.9932498737772821
805497374253de4497d7896fe6c95272f9a8665772013344bf053303227c8938,0.9915600504538735
44e4a2841f7e7f737e27b489a9ff24024fe90fe256e7e15f5153125975d50e6c,0.9881546164618771
62315332065b3e9e31f072c9d63200bc775712a758ad1880a95e44f313a039e0,0.9840551024319376
6ec640c7ca8060b1f75f06967dcbdab584b9d2ff46e3edfaa28145614fa0d6fc,0.8797058599642024
58c4c1cb9682f01b3b1892b2eb546c1687cd813f1b4d55d529df7b53b534d274,0.6541967474974897
f790af640104411b7001d17f38fad8edc13f094290f49cad84b6f72bc0699e08,0.530055745167035
2d6b380ca5253514db24429c5bc15f38f9fb5c6b114b98d4faa21bc0ee7be1b2,0.9663712621364097
f9204d408b68563f0ca64a60e4b05791004d82a453ceb33e9821eba3d0550094,0.9609018462967531
e3129cd2d611400781db7b94e355da354d6703983da31a6f3ee08c93963d526d,0.997329786648205
833c0db4799d5c6672c078371d1d23889ef916d25006edee4728d09adc562b8b,0.9858452403949773
3b4b61d9a533ee05bc640ae00022a56cda91009fa4ae538f2c0280bc9a519013,0.9325835155441808
0b6ec90768d09169c791095f25e3eca607d33736ca592ce408c919e0acef3166,0.9958149416977322
ed998099a4075aee808a73e13e7fc78f674d9a1b079c6e36e9ff7c72545d9da7,0.978999197780668
feb6068438544f9ed4d2b1ee0fb639598bbd7708da720adea74b0c7e580b6cf0,0.992280791122209
a8366e717fb956503cd08704867f618b1e42f1e54abf3c9ed0e457760313e369,0.9819118799447955
13f60a6227d1a3f27ffe72678377f3be94469bca71e5757ae148a173e8a41a6d,0.9377173672345356
a956f290016f3d5e2ed02e4ff0eb0dde38a17941be627ec2c41fb6f49c3e1943,0.995995535925428
def964a616624e154c33c3cc7f2e95fc22fb4ee419f354cf0349376c50a2e9d0,0.9066857242016453
143cde21fc944fdcaff327f932dfd89e25a62273bd36b6f1989a63e32b960780,0.9819958971808451
288b05082beabb03d4e45f8d1e54cb47920e8e244e628864bc69780ca96ea38d,0.99675898395822
23394de0b6624e43ee18319fcebe446da700058f678cc472f7a2eed80eb6b3ce,0.31823997520925035
7db9a8d30ffbd3919295499b5e2f6faac40e56383a27d0e8c8838992340d9e46,0.9933691934204119
0ca14976366fc6629554eec0ca8719b6270a557850256811caa9ae0c09e2bc58,0.8987992538425404
46ec03236e5d15858e156439cb45b81a23a6f3a774a703fac6642a2a2f8aed17,0.9973028212496965
fe09a26cf7d2d56efaba8cf8c27b73949610db4ac5d70590788e7e5e1cabbed7,0.9580709222436191
c4f1369d2a14cd32e2963ba4ca36f1aaefb337170a61deb62480dbca9a7b628b,0.8499295260460766
a389947bf2f81f6694929350f920211e46cf41473a48dcaef16884eeab6a7901,0.9858387216891767
e7af543353f5b62e175196a3b779b65b0fcb82749a26976e9e7ab51a5ff68cf0,0.9969473390874749
a1be18dab3f09c726f152f691f41815103dd9f1c2fe9076e0e6d3141108c2617,0.37051703734059394
4de2127fe868ce7143ccc591f70ed1ba00535aed7afee35c0dbb6577b66ccc02,0.5170735892701992
47e21924c4b1a83dadf4559e49180ff4cf244d4343cc4486157ef745aeb6082a,0.9987625094243049
95300e03e58552d38260dbd6c58506c9f120a201f9f1ab4f7d7e870dbb9a6407,0.8926883707326985
359767cff2fb25a2dafff87cb15909bf13dd44c6c2159a5364ddbc55dce69e80,0.9807539495490204
00018257a9e6c31dcb1a9341745c2b5576330d5b8f78bab3e59683a194d31792,0.9962750528425888
23c3c6e36dff272ba0222d3b790e29cd21621f3577c7372b95262bd552c14ea7,0.9850347607923123
